0		0	
0		0	0
0		0	0
0		0	0
0		1	0
0		0	0,411317027422706
			
0		0	0
0		1	0
0		2	0
0		3	0
0		2	1,42662177673934
0		1	1,37008407413428
0		2	1,37008407413428
0		3	1,37008407413428
0		2	5,109191876465
0		3	5,109191876465
0		4	5,109191876465
0		3	4,25417998806054
0		4	4,25417998806054
1		4	4,25417998806054
2		4	4,25417998806054
			
3		4	4,25417998806054
4		4	4,25417998806054
4		2	5,38604182233254
4		3	5,38604182233254
4		4	5,38604182233254
			
5		4	5,38604182233254
6		4	5,38604182233254
7		4	5,38604182233254
8		4	5,38604182233254
9		4	5,38604182233254
10		4	5,38604182233254
11		4	5,38604182233254
11		2	8,71290015032243
11		3	8,71290015032243
11		4	8,71290015032243
12		4	8,71290015032243
12		3	7,87011972902307
12		4	7,87011972902307
13		4	7,87011972902307
14		4	7,87011972902307
15		4	7,87011972902307
15		3	9,24140330203038
15		4	9,24140330203038
			
16		4	9,24140330203038
17		4	9,24140330203038
18		4	9,24140330203038
18		2	6,69216951155398
18		3	6,69216951155398
18		4	6,69216951155398
19		4	6,69216951155398
20		4	6,69216951155398
20		3	7,97821280380865
20		4	7,97821280380865
20		3	6,64718131777768
20		4	6,64718131777768
21		4	6,64718131777768
21		2	5,08950723989935
21		3	5,08950723989935
21		4	5,08950723989935
22		4	5,08950723989935
23		4	5,08950723989935
			
23		2	7,98175778335136
23		3	7,98175778335136
23		4	7,98175778335136
24		4	7,98175778335136
25		4	7,98175778335136
26		4	7,98175778335136
27		4	7,98175778335136
27		2	10,6840681718359
27		3	10,6840681718359
27		4	10,6840681718359
28		4	10,6840681718359
29		4	10,6840681718359
30		4	10,6840681718359
31		4	10,6840681718359
32		4	10,6840681718359
33		4	10,6840681718359
33		2	7,03050289862115
33		1	5,85735793445846
33		2	5,85735793445846
33		3	5,85735793445846
			
33		4	5,85735793445846
34		4	5,85735793445846
35		4	5,85735793445846
35		2	2,83185600324921
35		3	2,83185600324921
35		4	2,83185600324921
36		4	2,83185600324921
37		4	2,83185600324921
			
38		4	2,83185600324921
39		4	2,83185600324921
40		4	2,83185600324921
40		2	7,91058617613125
40		3	7,91058617613125
40		4	7,91058617613125
40		2	8,19598920035384
40		3	8,19598920035384
40		4	8,19598920035384
41		4	8,19598920035384
42		4	8,19598920035384
			
43		4	8,19598920035384
43		2	7,26181051383689
43		3	7,26181051383689
43		4	7,26181051383689
44		4	7,26181051383689
			
45		4	7,26181051383689
46		4	7,26181051383689
47		4	7,26181051383689
47		2	9,93236710193823
47		3	9,93236710193823
47		4	9,93236710193823
48		4	9,93236710193823
49		4	9,93236710193823
50		4	9,93236710193823
51		4	9,93236710193823
51		3	9,09111409463146
51		4	9,09111409463146
51		3	10,7210980538354
51		4	10,7210980538354
52		4	10,7210980538354
52		3	9,68381887308283
52		4	9,68381887308283
52		3	10,8126584921801
52		4	10,8126584921801
53		4	10,8126584921801
53		2	6,03223704395123
53		3	6,03223704395123
53		4	6,03223704395123
53		2	5,68716617874223
53		3	5,68716617874223
53		4	5,68716617874223
54		4	5,68716617874223
55		4	5,68716617874223
56		4	5,68716617874223
			
57		4	5,68716617874223
58		4	5,68716617874223
58		2	7,18370838993827
